PROJET;EMET;PHASE;LOT;NIVEAU;ZONE;TYPE DE DOCUMENT;Numéro de document;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Date demande visaRIVAT Architectes;Retard visaRIVAT Architectes;Date visaRIVAT Architectes;VisaRIVAT Architectes;Visa prévuRIVAT Architectes;Numéro chrono visaRIVAT Architectes;Numéro interne visaRIVAT Architectes;Commentaire visaRIVAT Architectes;Réponse commentaire visaRIVAT Architectes;Date demande visaSCAU;Retard visaSCAU;Date visaSCAU;VisaSCAU;Visa prévuSCAU;Numéro chrono visaSCAU;Numéro interne visaSCAU;Commentaire visaSCAU;Réponse commentaire visaSCAU;Date demande visaJLL INGENIERIE;Retard visaJLL INGENIERIE;Date visaJLL INGENIERIE;VisaJLL INGENIERIE;Visa prévuJLL INGENIERIE;Numéro chrono visaJLL INGENIERIE;Numéro interne visaJLL INGENIERIE;Commentaire visaJLL INGENIERIE;Réponse commentaire visaJLL INGENIERIE;Date demande visaBTP Consultant;Retard visaBTP Consultant;Date visaBTP Consultant;VisaBTP Consultant;Visa prévuBTP Consultant;Numéro chrono visaBTP Consultant;Numéro interne visaBTP Consultant;Commentaire visaBTP Consultant;Réponse commentaire visaBTP Consultant;Date demande visaADVENIO ENV;Retard visaADVENIO ENV;Date visaADVENIO ENV;VisaADVENIO ENV;Visa prévuADVENIO ENV;Numéro chrono visaADVENIO ENV;Numéro interne visaADVENIO ENV;Commentaire visaADVENIO ENV;Réponse commentaire visaADVENIO ENV;Date demande visaADVENIO COM;Retard visaADVENIO COM;Date visaADVENIO COM;VisaADVENIO COM;Visa prévuADVENIO COM;Numéro chrono visaADVENIO COM;Numéro interne visaADVENIO COM;Commentaire visaADVENIO COM;Réponse commentaire visaADVENIO COM;Date demande visa42 CONSULTING;Retard visa42 CONSULTING;Date visa42 CONSULTING;Visa42 CONSULTING;Visa prévu42 CONSULTING;Numéro chrono visa42 CONSULTING;Numéro interne visa42 CONSULTING;Commentaire visa42 CONSULTING;Réponse commentaire visa42 CONSULTING;Date demande visaACOUSTB - EGIS;Retard visaACOUSTB - EGIS;Date visaACOUSTB - EGIS;VisaACOUSTB - EGIS;Visa prévuACOUSTB - EGIS;Numéro chrono visaACOUSTB - EGIS;Numéro interne visaACOUSTB - EGIS;Commentaire visaACOUSTB - EGIS;Réponse commentaire visaACOUSTB - EGIS;Date demande visaARCORA;Retard visaARCORA;Date visaARCORA;VisaARCORA;Visa prévuARCORA;Numéro chrono visaARCORA;Numéro interne visaARCORA;Commentaire visaARCORA;Réponse commentaire visaARCORA;Date demande visaJLL;Retard visaJLL;Date visaJLL;VisaJLL;Visa prévuJLL;Numéro chrono visaJLL;Numéro interne visaJLL;Commentaire visaJLL;Réponse commentaire visaJLL;Date demande visaKHEPHREN;Retard visaKHEPHREN;Date visaKHEPHREN;VisaKHEPHREN;Visa prévuKHEPHREN;Numéro chrono visaKHEPHREN;Numéro interne visaKHEPHREN;Commentaire visaKHEPHREN;Réponse commentaire visaKHEPHREN;Date demande visaLAND;Retard visaLAND;Date visaLAND;VisaLAND;Visa prévuLAND;Numéro chrono visaLAND;Numéro interne visaLAND;Commentaire visaLAND;Réponse commentaire visaLAND;Date demande visaPh. A;Retard visaPh. A;Date visaPh. A;VisaPh. A;Visa prévuPh. A;Numéro chrono visaPh. A;Numéro interne visaPh. A;Commentaire visaPh. A;Réponse commentaire visaPh. A;Date demande visaSOCOTEC;Retard visaSOCOTEC;Date visaSOCOTEC;VisaSOCOTEC;Visa prévuSOCOTEC;Numéro chrono visaSOCOTEC;Numéro interne visaSOCOTEC;Commentaire visaSOCOTEC;Réponse commentaire visaSOCOTEC;Date demande visaANTEA;Retard visaANTEA;Date visaANTEA;VisaANTEA;Visa prévuANTEA;Numéro chrono visaANTEA;Numéro interne visaANTEA;Commentaire visaANTEA;Réponse commentaire visaANTEA;Date demande visaMOVVEO;Retard visaMOVVEO;Date visaMOVVEO;VisaMOVVEO;Visa prévuMOVVEO;Numéro chrono visaMOVVEO;Numéro interne visaMOVVEO;Commentaire visaMOVVEO;Réponse commentaire visaMOVVEO;Column162;Column163;Column164;Column165;Column166
MDLF;SC;EXE;GOE;SS1;Z2;COU;1005;E;Niveau Sous sol 1 - Zone 02 - Coupes.pdf;;04/05/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;09/05/2023;;22/05/2023;VAOB;;811;230522_MDLF_LOT03_VISA16;"Romain MATHEY :
voir fiche visa";;;;05/06/2023;VAOB;;679;VISA SCAU GOE 110;"Syeva ROEST :
Voir fiche visa";;;;;;;;;;;09/05/2023;;23/05/2023;FAV;;556;;;;09/05/2023;-8;31/05/2023;HM;;655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/05/2023;-1;24/05/2023;VAOB;;426;;"FranckyStephenson Veloari :
Réservation coupe S1.15: s'agit-il d'une coquille? à corriger ou justifier la reprise structurelle au droit du voile et linteau.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
04/05/2023
DP.r GO -> VSO
Berangere LITTEE :";"EXE
09/05/2023
SCAU -> VAOB
Syeva ROEST :
Voir fiche visa";;;
MDLF;SC;EXE;GOE;SS1;Z2;COU;1005;D;Niveau Sous sol 1 - Zone 02 - Coupes.pdf;;13/04/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;14/04/2023;;;;28/04/2023;;;;;14/04/2023;;;;28/04/2023;;;;;;;;;;;;;;14/04/2023;;;;28/04/2023;;;;;14/04/2023;;18/04/2023;HM;;616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/04/2023;;;;28/04/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
13/04/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z2;COU;1005;C;Niveau Sous sol 1 - Zone 02 - Coupes.pdf;;02/01/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;03/01/2023;-51;08/03/2023;VAO;;421;2300306_MDLF_LOT03_VISA05;"Romain MATHEY :
voir fiche visa";;03/01/2023;-28;14/02/2023;VAO;;79;N° GO/022;"David QUERE :
Remarque générale: recharger pour devers max 2% dans tous les cas de différence de niveaux. 

Dans les cas contraignants, ok pour une pente maximum de 4%

Veuillez attendre la transmission de la FTM car pas de maçonnerie à cet emplacement. FTM en cours. Voile CF1h déplacé en deux endroits. Voir plan joint au visa

Aucun isolant possible en sous face des poutres+moisage pour hauteur de passage sous obstacle, respecter la NFP parking et valider par le bureau de contrôle";;;;;;;;;;;03/01/2023;-15;31/01/2023;FAV;;78;;;;03/01/2023;-17;03/02/2023;HM;;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/01/2023;-18;03/02/2023;VSO;;76;;"FranckyStephenson Veloari :
Nota: sous-réserve du visa du plan de coffrage du niveau concerné";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
02/01/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z2;COU;1005;B;Coupes---zone-2---niveau-ss1.pdf;;21/12/2022;;Gregory ATTELEYN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;21/12/2022;;;;04/01/2023;;;;;21/12/2022;;;;04/01/2023;;;;;;;;;;;;;;21/12/2022;;;;04/01/2023;;;;;21/12/2022;;;;04/01/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/12/2022;;;;04/01/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SC;EXE;GOE;SS1;Z2;COU;1005;A;Coupes---zone-2---niveau-ss1.pdf;;22/12/2022;;Gregory ATTELEYN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;22/12/2022;;;;05/01/2023;;;;;22/12/2022;;;;05/01/2023;;;;;;;;;;;;;;22/12/2022;;;;05/01/2023;;;;;22/12/2022;;;;05/01/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/12/2022;;;;05/01/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;M;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;DI;02/03/2024;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;13/03/2024;;;-30;27/03/2024;;;;;13/03/2024;;22/03/2024;VSO;;2475;;;;;;;;;;;;;13/03/2024;;;-30;27/03/2024;;;;;13/03/2024;-15;11/04/2024;HM;;2152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/03/2024;;;-30;27/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
02/03/2024
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;L;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;08/12/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;14/12/2023;-30;26/01/2024;VSO;;2000;;;;14/12/2023;-11;08/01/2024;VSO;;2141;;;;;;;;;;;;;14/12/2023;-28;24/01/2024;FAV;;1945;;;;14/12/2023;;15/12/2023;HM;;1795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/12/2023;-33;29/01/2024;VSO;;718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
08/12/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;K;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;02/11/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;03/11/2023;;;;17/11/2023;;;;;03/11/2023;-4;21/11/2023;HM;;1810;;"David QUERE :
visé sur plan général";;;;;;;;;;;03/11/2023;-4;21/11/2023;FAV;;1488;;;;03/11/2023;-4;21/11/2023;HM;;1425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/11/2023;;;;17/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
02/11/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;J;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;07/08/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;10/08/2023;-4;28/08/2023;VAO;;1280;;"Romain MATHEY :
Sous réserve remarques architectes";;10/08/2023;;22/08/2023;VAO;;1254;;"Syeva ROEST :
Voir fiche visa";;;;;;;;;;;10/08/2023;-4;28/08/2023;FAV;;1145;;;;10/08/2023;;11/08/2023;HM;;1180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/08/2023;-4;28/08/2023;VSO;;575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
07/08/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;I;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;31/07/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;02/08/2023;;;;16/08/2023;;;;;02/08/2023;;;;16/08/2023;;;;;;;;;;;;;;02/08/2023;;;;16/08/2023;;;;;02/08/2023;;07/08/2023;HM;;1037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/08/2023;;;;16/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
31/07/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;H;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;13/07/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;26/07/2023;;;;09/08/2023;;;;;26/07/2023;;27/07/2023;VAOB;;1143;;"Syeva ROEST :
Voir fiche visa";;;;;;;;;;;26/07/2023;;27/07/2023;FAV;;915;;;;26/07/2023;;;;09/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/07/2023;;;;09/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
13/07/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;G;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;14/06/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;16/06/2023;-11;10/07/2023;VAOB;;1155;;"Romain MATHEY :
Sous réserve validation BCT 
Sous réserve validation KHEPHREN
Sous réserve validation architecte
voir remarques sur précèdent visa";;16/06/2023;-10;10/07/2023;VAOB;;985;VISA SCAU GOE 144;"Syeva ROEST :
Voir fiche visa";;;;;;;;;;;16/06/2023;;;;30/06/2023;;;;;16/06/2023;-11;10/07/2023;HM;;883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/06/2023;;;;30/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
14/06/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;F;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;05/06/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;07/06/2023;;12/06/2023;VAOB;;976;230612_MDLF_LOT03_VISA19;"Romain MATHEY :
voir fiche visa";;07/06/2023;;;;21/06/2023;;;;;;;;;;;;;;07/06/2023;;;;21/06/2023;;;;;07/06/2023;;;;21/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/06/2023;;;;21/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
05/06/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;E;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;04/05/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;09/05/2023;;22/05/2023;VAOB;;812;230522_MDLF_LOT03_VISA16;"Romain MATHEY :
voir fiche visa";;09/05/2023;-13;05/06/2023;VAOB;;677;VISA SCAU GOE 109;"Syeva ROEST :
Voir fiche visa";;;;;;;;;;;09/05/2023;;23/05/2023;FAV;;555;;;;09/05/2023;-8;31/05/2023;HM;;730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/05/2023;VAOB;;427;;"FranckyStephenson Veloari :
Réservation coupe S1.21: s'agit-il d'une coquille? à corriger ou justifier la reprise structurelle au droit du voile et linteau.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
04/05/2023
DP.r GO -> VSO
Berangere LITTEE :";"EXE
09/05/2023
KHEPHREN -> VAO
FranckyStephenson Veloari :
Réservation coupe S1.21: s'agit-il d'une coquille? à corriger ou justifier la reprise structurelle au droit du voile et linteau.";;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;D;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;13/04/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;14/04/2023;;;;28/04/2023;;;;;14/04/2023;;;;28/04/2023;;;;;;;;;;;;;;14/04/2023;;;;28/04/2023;;;;;14/04/2023;;18/04/2023;HM;;617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/04/2023;;;;28/04/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
13/04/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;C;Niveau Sous sol 1 - Zone 01 - Coupes.pdf;;02/01/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;03/01/2023;-51;08/03/2023;VAO;;420;2300306_MDLF_LOT03_VISA05;"Romain MATHEY :
voir fiche visa";;03/01/2023;-28;14/02/2023;VAO;;77;N° GO/021;"David QUERE :
Remarque générale: recharger pour devers max 2% dans tous les cas de différence de niveaux. 

Dans les cas contraignants, ok pour une pente maximum de 4%

Veuillez attendre la transmission de la FTM car pas de maçonnerie à cet emplacement. FTM en cours. Voile CF1h déplacé en deux endroits. Voir plan joint au visa

Aucun isolant possible en sous face des poutres+moisage pour hauteur de passage sous obstacle, respecter la NFP parking et valider par le bureau de contrôle";;;;;;;;;;;03/01/2023;-15;31/01/2023;FAV;;79;;;;03/01/2023;-17;03/02/2023;HM;;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/01/2023;-18;03/02/2023;VSO;;75;;"FranckyStephenson Veloari :
Nota: sous-réserve du visa du plan de coffrage du niveau concerné";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
02/01/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;B;Coupes---zone-1---niveau-ss1.pdf;;21/12/2022;;Gregory ATTELEYN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;21/12/2022;;;;04/01/2023;;;;;21/12/2022;;;;04/01/2023;;;;;;;;;;;;;;21/12/2022;;;;04/01/2023;;;;;21/12/2022;;;;04/01/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/12/2022;;;;04/01/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SC;EXE;GOE;SS1;Z1;COU;1004;A;Coupes---zone-1---niveau-ss1.pdf;;21/12/2022;;Gregory ATTELEYN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Coupes;;;21/12/2022;;;;04/01/2023;;;;;21/12/2022;;;;04/01/2023;;;;;;;;;;;;;;21/12/2022;;;;04/01/2023;;;;;21/12/2022;;;;04/01/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/12/2022;;;;04/01/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SC;EXE;GOE;SS1;Z3;COF;16;M;Niveau Sous sol 1 - Zone 03 - Plan de coffrage.pdf;DI;02/03/2024;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Plans de coffrage;;;13/03/2024;;;-30;27/03/2024;;;;;13/03/2024;;19/03/2024;HM;;2464;;;;;;;;;;;;;13/03/2024;;;-30;27/03/2024;;;;;13/03/2024;-15;11/04/2024;HM;;2139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/03/2024;;;-30;27/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
02/03/2024
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z3;COF;16;L;Niveau Sous sol 1 - Zone 03 - Plan de coffrage.pdf;;23/01/2024;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Plans de coffrage;;;05/02/2024;;;;19/02/2024;;;;;05/02/2024;;05/02/2024;VSO;;2330;;;;;;;;;;;;;05/02/2024;-17;06/03/2024;FAV;;2062;;;;05/02/2024;;;;19/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/02/2024;-8;26/02/2024;VSO;;734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
23/01/2024
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z3;COF;16;K;Niveau Sous sol 1 - Zone 03 - Plan de coffrage.pdf;;08/12/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Plans de coffrage;;;14/12/2023;-30;26/01/2024;HM;;2027;;;;14/12/2023;-6;02/01/2024;HM;;2092;;"David QUERE :
Visé sur plan global";;;;;;;;;;;14/12/2023;-28;24/01/2024;FAV;;1959;;;;14/12/2023;;15/12/2023;HM;;1799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/12/2023;-33;29/01/2024;VSO;;717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
08/12/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z3;COF;16;J;Niveau Sous sol 1 - Zone 03 - Plan de coffrage.pdf;;22/09/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Plans de coffrage;;;26/09/2023;-13;23/10/2023;VAO;;1522;;"Romain MATHEY :
Epaisseur poutre Fil X reste à confirmer 
Sous réserve validation Khephren";;;;23/10/2023;HM;;1539;;"David QUERE :
Remarque générales plans découpés par zones: SCAU ne regarde que les plans EXE ""Toutes zones"", merci de passer en ""pour information"" ceux-ci.";;;;;;;;;;;26/09/2023;-14;24/10/2023;FAV;;1275;;;;26/09/2023;;03/10/2023;HM;;1322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/09/2023;;;;10/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
22/09/2023
DP.r GO -> VSO
Berangere LITTEE :";"EXE
26/09/2023
SCAU -> HM
David QUERE :";;;
MDLF;SC;EXE;GOE;SS1;Z3;COF;16;I;Niveau Sous sol 1 - Zone 03 - Plan de coffrage.pdf;;07/08/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Plans de coffrage;;;10/08/2023;-4;28/08/2023;VAO;;1285;;"Romain MATHEY :
Sous réserve remarques architectes
Sous réserve validation KHEPHREN
Sous réserve validation BCT";;10/08/2023;;22/08/2023;VSO;;1253;;;;;;;;;;;;;10/08/2023;-4;28/08/2023;FAV;;1179;;;;10/08/2023;;11/08/2023;HM;;1163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/08/2023;-4;28/08/2023;VSO;;565;;"FranckyStephenson Veloari :
Nota: cf. visa plan toutes zones";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
07/08/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z3;COF;16;H;Niveau Sous sol 1 - Zone 03 - Plan de coffrage.pdf;;31/07/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Plans de coffrage;;;02/08/2023;;;;16/08/2023;;;;;02/08/2023;;;;16/08/2023;;;;;;;;;;;;;;02/08/2023;;;;16/08/2023;;;;;02/08/2023;;07/08/2023;HM;;1039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/08/2023;;;;16/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
31/07/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z3;COF;16;G;Niveau Sous sol 1 - Zone 03 - Plan de coffrage.pdf;;13/07/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Plans de coffrage;;;26/07/2023;;;;09/08/2023;;;;;26/07/2023;;26/07/2023;VAO;;1137;;"Syeva ROEST :
Voir visa toutes zones SS1";;;;;;;;;;;26/07/2023;;27/07/2023;FAV;;939;;;;26/07/2023;;;;09/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/07/2023;;;;09/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
13/07/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
MDLF;SC;EXE;GOE;SS1;Z3;COF;16;F;Niveau Sous sol 1 - Zone 03 - Plan de coffrage.pdf;;05/06/2023;;Vanhung TRAN;/04 - DOCUMENTS D'EXECUTION/Lot 03 - Gros-œuvre/02 - Pieces Graphiques/Plans de coffrage;;;07/06/2023;;12/06/2023;VAO;;949;;"Romain MATHEY :
Voir visa plan TTZ";;07/06/2023;;09/06/2023;VAO;;793;;"David QUERE :
Sera visé toutes zones";;;;;;;;;;;07/06/2023;;;;21/06/2023;;;;;07/06/2023;;09/06/2023;HM;;815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/06/2023;-6;26/06/2023;VAOB;;479;;"FranckyStephenson Veloari :
Sous-réserve de justification du voile coupe S1.26.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
05/06/2023
DP.r GO -> VSO
Berangere LITTEE :";;;;
