Date dépôt GED;LOT;desc_lot;ZONE;NIVEAU;TYPE DE DOCUMENT;Categ_Docs;INDICE;Libellé du document;Dernier indice;Nombre  d'indice;Durée _versi_type_doc
28/09/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Thermique T6 - Verriere de l'atrium.pdf;;;
12/01/2024;3;Façades;TZN;TNX;NDC;docs écris;B;NDC Thermique T1A-T1B - Cadre alluminium bloc vision et opaque.pdf;DI;;
28/09/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Thermique T1A-T1B - Cadre alluminium bloc vision et opaque.pdf;;;
11/01/2024;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Echauffement façades (T1 - T2 -T3 - T4 - T5 - T6).pdf;DI;;
09/01/2024;3;Façades;TZN;TNX;DET;docs graphiques;A;Carnet de principe bouchons acoustiques T1 - T2.pdf;DI;;
08/01/2024;3;Façades;TZN;TNX;NDC;docs écris;D;NDC Statique vitrages façades.pdf;DI;;
18/12/2023;3;Façades;TZN;TNX;NDC;docs écris;B;NDC Statique vitrages façades.pdf;;;
05/09/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Statique vitrages façades.pdf;;;
04/01/2024;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-15.pdf;DI;;
04/01/2024;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique detecteur de vibrations.pdf;DI;;
04/01/2024;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique contact piézoélectrique rupture de vitrage.pdf;DI;;
28/12/2023;3;Façades;TZN;TNX;MTH;docs écris;C;Procedure d'essai AEV.pdf;DI;;
07/09/2023;3;Façades;TZN;TNX;MTH;docs écris;B;Procedure d'essai AEV.pdf;;;
20/07/2023;3;Façades;TZN;TNX;MTH;docs écris;A;Procedure d'essai AEV.pdf;;;
27/12/2023;3;Façades;TZN;TNX;NDC;docs écris;B;NDC Statique T1A-T1B - Cadre alluminium bloc vision et opaque.pdf;DI;;
26/09/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Statique T1A-T1B - Cadre alluminium bloc vision et opaque.pdf;;;
27/12/2023;3;Façades;TZN;TNX;NDC;docs écris;B;NDC Statique T3B.pdf;DI;;
07/09/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Statique T3B.pdf;;;
27/12/2023;3;Façades;TZN;TNX;DAF;docs écris;C;Fiche technique vitrage GL-09.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Fiche technique vitrage GL-09.pdf;;;
25/08/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-09.pdf;;;
21/12/2023;3;Façades;TZN;TNX;PVX;docs écris;B;Avis de Chantier FEU.pdf;DI;;
18/09/2023;3;Façades;TZN;TNX;PVX;docs écris;A;Avis de Chantier FEU.pdf;;;
19/12/2023;3;Façades;TZN;TNX;DET;docs graphiques;B;Tableau des portes.pdf;DI;;
24/11/2023;3;Façades;TZN;TNX;DET;docs graphiques;A;Tableau des portes.pdf;;;
19/12/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Fiche technique Bequille et cremone.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique Bequille et cremone.pdf;;;
18/12/2023;3;Façades;TZN;TNX;NDC;docs écris;B;Cahier des Tolérances déformations chassis.pdf;DI;;
12/09/2023;3;Façades;TZN;TNX;NDC;docs écris;A;Cahier des Tolérances déformations chassis.pdf;;;
18/12/2023;3;Façades;TZN;TNX;NDC;docs écris;B;Cahier Tolérances déformations grille.pdf;DI;;
27/03/2023;3;Façades;TZN;TNX;NDC;docs écris;A;Cahier Tolérances déformations grille.pdf;;;
18/12/2023;3;Façades;TZN;TNX;NDC;docs écris;B;Cahier Tolérances déformations cadre.pdf;DI;;
27/03/2023;3;Façades;TZN;TNX;NDC;docs écris;A;Cahier Tolérances déformations cadre.pdf;;;
18/12/2023;3;Façades;TZN;TNX;NDC;docs écris;C;Descente de charges.pdf;DI;;
12/04/2023;3;Façades;TZN;TNX;NDC;docs écris;B;Descente de charges.pdf;;;
18/12/2023;3;Façades;TZN;TNX;NDC;docs écris;C;Note d'hypothèses générale.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;NDC;docs écris;B;Note d'hypothèses générale.pdf;;;
27/03/2023;3;Façades;TZN;TNX;NDC;docs écris;A;Note d'hypothèses générale.pdf;;;
15/12/2023;3;Façades;TZN;TNX;DET;docs graphiques;B;Carnet de reperage BSO + Store intérieurs.pdf;DI;;
08/11/2023;3;Façades;TZN;TNX;DET;docs graphiques;A;Carnet de reperage BSO + Store intérieurs.pdf;;;
11/12/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique serrure anti-panique.pdf;DI;;
11/12/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique Porte VEC.pdf;DI;;
11/12/2023;4;Nacelle de nettoyage;TZN;TNX;DAF;docs écris;A;Fiche technique contact d''alarme.pdf;DI;;
11/12/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Contact de feuillure.pdf;DI;;
07/08/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Contact de feuillure.pdf;;;
11/12/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique serrure motorisé 3 points.pdf;DI;;
07/12/2023;3;Façades;TZN;TNX;DET;docs graphiques;A;T3C - Facade hall (L2-3-4-5-6)- Details verticaux et horizontaux.pdf;DI;;
06/12/2023;3;Façades;TZN;TNX;MTH;docs écris;B;passage libre DAS.pdf;DI;;
03/11/2023;3;Façades;TZN;TNX;MTH;docs écris;A;passage libre DAS.pdf;;;
01/12/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Acoustique T2- Flanking.pdf;DI;;
29/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-11.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Fiche technique vitrage GL-10.pdf;DI;;
26/09/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-10.pdf;;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Fiche technique vitrage GL-03.pdf;DI;;
06/07/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-03.pdf;;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-04.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Fiche technique vitrage GL-06.pdf;DI;;
25/08/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-06.pdf;;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Fiche technique vitrage GL-05.pdf;DI;;
25/08/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-05.pdf;;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Fiche technique vitrage GL-08.pdf;DI;;
26/09/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-08.pdf;;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique serrure mechanique 3 points.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique serrure DAS.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique poignée de tirage.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique paumelle.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique Ferme-porte GEZE 2 vantaux.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique Ferme-porte GEZE 1 vantail.pdf;DI;;
28/11/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique Baton Marechal.pdf;DI;;
28/11/2023;3;Façades;TZN;NTT;PRE;docs graphiques;A;Réservations béton Toiture terrasse.pdf;DI;;
27/11/2023;3;Façades;TZN;R+3;PRE;docs graphiques;D;Réservations béton R+3.pdf;DI;;
11/08/2023;3;Façades;TZN;R+3;PRE;docs graphiques;C;Réservations béton R+3.pdf;;;
22/06/2023;3;Façades;TZN;R+3;PRE;docs graphiques;B;Réservations béton R+3.pdf;;;
16/11/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Acoustique T3.pdf;DI;;
16/11/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Acoustique T1 - Flanking.pdf;DI;;
03/11/2023;3;Façades;TZN;TNX;DAF;docs écris;C;DENFC.pdf;DI;;
26/09/2023;3;Façades;TZN;TNX;DAF;docs écris;B;DENFC.pdf;;;
29/08/2023;3;Façades;TZN;TNX;DAF;docs écris;A;DENFC.pdf;;;
18/10/2023;3;Façades;TZN;TNX;MTH;docs écris;A;T6 - Verriere - Traitement de peinture.pdf;DI;;
29/09/2023;3;Façades;TZN;TNX;DET;docs graphiques;A;Carnet de calepinage terre-cuite.pdf;DI;;
29/09/2023;3;Façades;TZN;TNX;PPR;docs graphiques;E;Prototype VMU 2 (façades type 6) - Carnet de détails.pdf;DI;;
11/08/2023;3;Façades;TZN;TNX;PPR;docs graphiques;D;Prototype VMU 2 (façades type 6) - Carnet de détails.pdf;;;
28/06/2023;3;Façades;TZN;TNX;PPR;docs graphiques;B;Prototype VMU 2 (façades type 6) - Carnet de détails.pdf;;;
22/05/2023;3;Façades;TZN;TNX;PPR;docs graphiques;A;Prototype VMU 2 (façades type 6) - Carnet de détails.pdf;;;
27/09/2023;3;Façades;TZN;R+2;PRE;docs graphiques;A;Réservations fixations corbeaux+PRS R+2.pdf;DI;;
26/09/2023;3;Façades;TZN;TNX;PSY;docs graphiques;C;T3 - Facade socle - Carnet plans directeurs.pdf;DI;;
26/06/2023;3;Façades;TZN;TNX;PSY;docs graphiques;B;T3 - Facade socle - Carnet plans directeurs.pdf;;;
23/05/2023;3;Façades;TZN;TNX;PSY;docs graphiques;A;T3 - Facade socle - Carnet plans directeurs.pdf;;;
22/09/2023;3;Façades;TZN;TNX;PPS;docs écris;A;Réponse au Fiche n°13 SOCOTEC.pdf;DI;;
14/09/2023;3;Façades;TZN;TNX;PPS;docs écris;A;Réponse au Fiche n°13 SOCOTEC-obs.349.pdf;DI;;
14/09/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Acoustique T2.pdf;DI;;
14/09/2023;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Acoustique T1.pdf;DI;;
07/09/2023;3;Façades;TZN;TNX;DAF;docs écris;A;SYSTEME VCLIP.pdf;DI;;
07/09/2023;3;Façades;TZN;TNX;DAF;docs écris;A;SYSTEME STOVENTEC.pdf;DI;;
05/09/2023;3;Façades;TZN;TNX;NDC;docs écris;E;Descente de charges T6.pdf;DI;;
04/08/2023;3;Façades;TZN;TNX;NDC;docs écris;D;Descente de charges T6.pdf;;;
22/06/2023;3;Façades;TZN;TNX;NDC;docs écris;C;Descente de charges T6.pdf;;;
27/03/2023;3;Façades;TZN;TNX;NDC;docs écris;A;Descente de charges T6.pdf;;;
29/08/2023;3;Façades;TZN;TNX;NDC;docs écris;A; Charge de neige.pdf;DI;;
28/08/2023;3;Façades;TZN;TNX;DET;docs graphiques;A;Carnet de reperage vitrage - Verriere.pdf;DI;;
28/08/2023;3;Façades;TZN;TNX;DET;docs graphiques;A;Carnet de reperage vitrage - Elevation generale Patio.pdf;DI;;
28/08/2023;3;Façades;TZN;TNX;DET;docs graphiques;A;Carnet de reperage vitrage - Elevation generale coursives.pdf;DI;;
28/08/2023;3;Façades;TZN;TNX;DET;docs graphiques;A;Carnet de reperage vitrage - Elevation generale Attique.pdf;DI;;
28/08/2023;3;Façades;TZN;TNX;DET;docs graphiques;A;Carnet de reperage vitrage - Elevation generale Nord et Est.pdf;DI;;
24/08/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Silicone SIKASIL SG 500.pdf;DI;;
14/04/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Silicone SIKASIL SG 500.pdf;;;
24/08/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Poignée ouvrant.pdf;DI;;
14/04/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Poignée ouvrant.pdf;;;
23/08/2023;3;Façades;TZN;R+8;PLN;docs graphiques;B;Plan generale Niveau R+8.pdf;DI;;
31/03/2023;3;Façades;TZN;R+8;PLN;docs graphiques;A;Plan generale Niveau R+8.pdf;;;
23/08/2023;3;Façades;TZN;NTT;PLN;docs graphiques;B;Plan Toiture Terrasse.pdf;DI;;
31/03/2023;3;Façades;TZN;NTT;PLN;docs graphiques;A;Plan Toiture Terrasse.pdf;;;
11/08/2023;3;Façades;TZN;TNX;NDC;docs écris;A;Rapport justificatif dimensionnement longueur terre cuite.pdf;DI;;
09/08/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Fiche technique vitrage GL-01.pdf;DI;;
21/03/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-01.pdf;;;
08/08/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Stores BSO.pdf;DI;;
27/04/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Stores BSO.pdf;;;
03/08/2023;3;Façades;TZN;TNX;PPR;docs graphiques;B;Plan de prototype T1a et T1b.pdf;DI;;
20/07/2023;3;Façades;TZN;TNX;PPR;docs graphiques;A;Plan de prototype T1a et T1b.pdf;;;
25/07/2023;3;Façades;TZN;TNX;PPR;docs graphiques;A;Carnet de validation prototype VMU1.pdf;DI;;
07/07/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Laquage RAL9016.pdf;DI;;
29/06/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Laquage RAL.pdf;DI;;
29/06/2023;4;Nacelle de nettoyage;TZN;TNX;DAF;docs écris;A;Fiche technique cheville mechanique nacelle.pdf;DI;;
29/06/2023;4;Nacelle de nettoyage;TZN;TNX;DAF;docs écris;A;Fiche technique prise electrique nacelle.pdf;DI;;
29/06/2023;4;Nacelle de nettoyage;TZN;TNX;DAF;docs écris;A;Fiche technique nacelle biplace.pdf;DI;;
30/05/2023;3;Façades;TZN;TNX;PPR;docs graphiques;C;Prototype VMU 1 (façades type 1, type 2 + bardage, type 3, type 5) - Carnet de détails.pdf;DI;;
05/04/2023;3;Façades;TZN;TNX;PPR;docs graphiques;B;Prototype VMU 1 (façades type 1, type 2 + bardage, type 3, type 5) - Carnet de détails.pdf;;;
25/05/2023;3;Façades;TZN;TNX;PPR;docs graphiques;B;Prototype VMU 2 (façades type 5) - Carnet de détails.pdf;DI;;
25/05/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Stores rouleau.pdf;DI;;
22/05/2023;3;Façades;TZN;TNX;LDO;docs écris;C;Liste prévisionelle de documents.pdf;DI;;
12/05/2023;3;Façades;TZN;TNX;DAF;docs écris;B;Toile store rouleau.pdf;DI;;
13/04/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Toile store rouleau.pdf;;;
12/05/2023;3;Façades;TZN;TNX;MQT;docs graphiques;C;Maquette VMU T2-T6.pdf;DI;;
26/04/2023;3;Façades;TZN;TNX;MQT;docs graphiques;A;Maquette VMU T2-T6.pdf;;;
02/05/2023;3;Façades;TZN;TNX;ELV;docs graphiques;A;Elevation 04 - Sud Est (Allee Gustave Eiffel).pdf;DI;;
17/04/2023;3;Façades;TZN;TNX;DAF;docs écris;A;"Profile terre-cuite geometrie ""M"".pdf";DI;;
14/04/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Silicone WS 605 S.pdf;DI;;
14/04/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Membrane EPDM.pdf;DI;;
14/04/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-02 - variante Premium2.pdf;DI;;
13/04/2023;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique vitrage GL-02 - variante iPlus 1.1.pdf;DI;;
31/03/2023;3;Façades;TZN;TNX;PAQ;docs écris;A;PAQ.pdf;DI;;
10/03/2023;11;Revêtements de sols et murs durs;TZN;TNX;DAF;docs écris;A;PROTECTIONS HORIZONTALES.pdf;DI;;
17/04/2023;19;Electricité courants faibles;TZN;TNX;DAF;docs écris;A;Fiche technique - Caméra vidéosurveillance.pdf;;;
22/03/2024;24;Agencements mobiliers;TZN;RDC;DAF;docs écris;A;GLF-EXE-DUM-24-TN-TZN-DAF-7053-A - AG.E1 Little Greene French Grey Satiné.pdf;;;
22/03/2024;24;Agencements mobiliers;TZN;RDC;DAF;docs écris;A;GLF-EXE-DUM-24-TN-TZN-DAF-7032-A - AG.S9 Fenix Verde Brac.pdf;;;
22/02/2024;17;Electricité courants forts;TZN;RDC;PTH;docs graphiques;B;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT_RDC.pdf;;;
27/02/2024;17;Electricité courants forts;TZN;TNX;DAF;docs écris;C;FICHE TECHNIQUE LUMINAIRE TYPE DÉCO S8.pdf;;;
22/03/2024;17;Electricité courants forts;TZN;TNX;DAF;docs écris;A;FICHE TECHNIQUE LUMINAIRE TYPE DECO A7.pdf;DI;;
22/03/2024;24;Agencements mobiliers;TZN;RDC;DAF;docs écris;A;GLF-EXE-DUM-24-TN-TZN-DAF-7040-A - AG.B1 Parquet semi-massif Chêne.pdf;DI;;
22/03/2024;24;Agencements mobiliers;TZN;RDC;DAF;docs écris;A;GLF-EXE-DUM-24-TN-TZN-DAF-7033-A - AG.S10 Unilin Seashell.pdf;DI;;
22/03/2024;24;Agencements mobiliers;TZN;RDC;DAF;docs écris;A;GLF-EXE-DUM-24-TN-TZN-DAF-7028-A - AG.S4 Egger Chêne Corbridge.pdf;DI;;
15/11/2023;17;Electricité courants forts;TZN;RDC;PTB;docs graphiques;A;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER BAS_RDC.pdf;;;
31/01/2024;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Revêtement mural en stratifié bois ABET LAMINATI.pdf;DI;;
16/03/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Façade filante monobloc stratifié UNILIN gamme EVOLA Décor AMAZONIA réf 0H689W03 (bâti, meneaux, imposte, ouvrant).pdf;;;
06/12/2023;5;Cloisons - Doublages;C;R+2;PAQ;docs écris;A;Fiche 1 Autocontrole sanitaires R4 C2 .pdf;DI;;
06/12/2023;5;Cloisons - Doublages;C;R+2;PAQ;docs écris;A;Fiche 1 Autocontrole sanitaires R2 C2 .pdf;DI;;
02/12/2023;7;Serrurerie - Métallerie;TZN;RDC;PLN;docs graphiques;A;CLOISON VITREE CF REP 008.pdf;DI;;
02/12/2023;7;Serrurerie - Métallerie;TZN;RDC;PLN;docs graphiques;A;CLOISON VITREE CF REP P-R00-093&094.pdf;DI;;
02/12/2023;7;Serrurerie - Métallerie;TZN;RDC;PLN;docs graphiques;A;CLOISON VITREE CF REP L-R00-028.pdf;DI;;
20/10/2023;6;Cloisons - Doublages;TZN;_;PLN;docs graphiques;A;Plan de repérage des tablettes.pdf;DI;;
01/09/2023;13;Peinture;TZN;TNX;PLN;docs graphiques;A;Plan du SS1.pdf;DI;;
01/09/2023;13;Peinture;TZN;TNX;PLN;docs graphiques;A;Plan du RDC.pdf;DI;;
30/08/2023;13;Peinture;TZN;TNX;DAF;docs écris;B;PEINTURE ZOPLAN ONDILAK PREMIUM.pdf;DI;;
01/08/2023;13;Peinture;TZN;TNX;DET;docs graphiques;A;CARNET DE DETAILS PEINTURE DES PLAFONDS.pdf;DI;;
01/08/2023;13;Peinture;TZN;TNX;DET;docs graphiques;A;CARNET DE DETAILS PEINTURE SUR MURS.pdf;DI;;
01/08/2023;11;Revêtements de sols et murs durs;TZN;R+1;PLN;docs graphiques;A;CARNET DE REPERAGE DES REVETEMENTS DE MURS - ZONE A.pdf;DI;;
26/05/2023;11;Revêtements de sols et murs durs;TZN;RDC;PLN;docs graphiques;A;CARNET DE REPERAGE DES REVETEMENTS DE SOLS - ZONE A.pdf;DI;;
30/03/2023;15;Plomberie;TZN;TNX;DAF;docs écris;A;Ensemble de douche standard DO.pdf;DI;;
30/03/2023;15;Plomberie;TZN;TNX;DAF;docs écris;B;Vidoir ménage et robinetterie VI.pdf;DI;;
22/03/2023;11;Revêtements de sols et murs durs;TZN;TNX;DAF;docs écris;A;GRES GRANITIFIANDRE ANTIDERAPANT INDUSTRIE (ETA, chape).pdf;DI;;
20/03/2023;15;Plomberie;TZN;TNX;DAF;docs écris;A;WC PMR et barre de relevage WC-PMR.pdf;DI;;
03/03/2023;13;Peinture;TZN;TNX;DAF;docs écris;A;PEINTURE UNIKALO AQUAVEA IMPRESS impression (murs).pdf;DI;;
03/03/2023;13;Peinture;TZN;TNX;DAF;docs écris;A;"PEINTURE UNIKALO AQUAVEA VELOURS finition (murs)
PEINTURE UNIKALO AQUARYL VELOURS + finition (murs).pdf";DI;;
03/03/2023;12;Revêtements de sols souples;TZN;TNX;DAF;docs écris;A;PROFILS DE TRANSITION MULTI-NIVEAUX.pdf;DI;;
03/03/2023;12;Revêtements de sols souples;TZN;TNX;DAF;docs écris;A;BARRES DE SEUIL DINAC DINAFIX TRANSITIONS ET ARRETS.pdf;DI;;
10/03/2023;11;Revêtements de sols et murs durs;TZN;TNX;DAF;docs écris;A;PROTECTIONS VERTICALES.pdf;DI;;
08/03/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;A;"FAUX PLAFOND EN PANNEAU ACOUSTIQUE KVADRAT ""FP10"".pdf";DI;;
25/04/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;C;GRILLES DE TRANSFERT.pdf;DI;;
22/08/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;B;GRILLES DE TRANSFERT.pdf;;;
23/04/2024;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;A;GLF-EXE-DUM-07-DAF-7008-A - Vitrophanie.pdf;DI;;
23/04/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;B;RIDEAU D'AIR CHAUD ÉLECTRIQUE.pdf;DI;;
18/03/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;RIDEAU D'AIR CHAUD ÉLECTRIQUE.pdf;;;
23/04/2024;7;Serrurerie - Métallerie;TZN;R+1;PLN;docs graphiques;A;CLOISON VITREE CF REP 009BIS.pdf;DI;;
23/04/2024;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;D;2.4.5  BLOCS PORTES ET ENSEMBLES MENUISES VITRES INTERIEURS BORD A BORD AVEC BLOCS PORTES BATTANTS.pdf;DI;;
28/02/2024;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;C;2.4.5  BLOCS PORTES ET ENSEMBLES MENUISES VITRES INTERIEURS BORD A BORD AVEC BLOCS PORTES BATTANTS.pdf;;;
20/12/2023;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;B;2.4.5  BLOCS PORTES ET ENSEMBLES MENUISES VITRES INTERIEURS BORD A BORD AVEC BLOCS PORTES BATTANTS.pdf;;;
23/04/2024;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;D;2.4.4  BLOCS PORTES ET ENSEMBLES MENUISES VITRES INTERIEURS AVEC BLOCS PORTES BATTANTS DONNANT SUR LES   HALL 1 ET HALL 2, SALLE A MANGER, RESTAURANT, PALIERS ESCALIERS « ES1 » ET « ES2 » BUREAUX.pdf;DI;;
28/02/2024;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;C;2.4.4  BLOCS PORTES ET ENSEMBLES MENUISES VITRES INTERIEURS AVEC BLOCS PORTES BATTANTS DONNANT SUR LES   HALL 1 ET HALL 2, SALLE A MANGER, RESTAURANT, PALIERS ESCALIERS « ES1 » ET « ES2 » BUREAUX.pdf;;;
20/12/2023;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;B;2.4.4  BLOCS PORTES ET ENSEMBLES MENUISES VITRES INTERIEURS AVEC BLOCS PORTES BATTANTS DONNANT SUR LES   HALL 1 ET HALL 2, SALLE A MANGER, RESTAURANT, PALIERS ESCALIERS « ES1 » ET « ES2 » BUREAUX.pdf;;;
23/04/2024;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;D;2.4.3  ENSEMBLE MENUISE VITRE INTERIEUR AVEC BLOCS PORTES BATTANTS DES CAGES D’ESCALIERS ENCLOISONNES   « ES1 » ET « ES2 » AU NIVEAU REZ DE CHAUSSEE.pdf;DI;;
28/02/2024;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;C;2.4.3  ENSEMBLE MENUISE VITRE INTERIEUR AVEC BLOCS PORTES BATTANTS DES CAGES D’ESCALIERS ENCLOISONNES   « ES1 » ET « ES2 » AU NIVEAU REZ DE CHAUSSEE.pdf;;;
20/12/2023;7;Serrurerie - Métallerie;TZN;TNX;DAF;docs écris;B;2.4.3  ENSEMBLE MENUISE VITRE INTERIEUR AVEC BLOCS PORTES BATTANTS DES CAGES D’ESCALIERS ENCLOISONNES   « ES1 » ET « ES2 » AU NIVEAU REZ DE CHAUSSEE.pdf;;;
17/04/2024;7;Serrurerie - Métallerie;TZN;R+2;PLN;docs graphiques;A;CLOISON VITREE CF REP P-R02-086.pdf;DI;;
17/04/2024;7;Serrurerie - Métallerie;TZN;R+7;PLN;docs graphiques;A;CLOISON VITREE CF REP P-R07-077.pdf;DI;;
17/04/2024;7;Serrurerie - Métallerie;TZN;TNX;PLN;docs graphiques;C;CLOISON VITREE CF REP CF-1H-R+1-F.pdf;DI;;
07/03/2024;7;Serrurerie - Métallerie;TZN;TNX;PLN;docs graphiques;B;CLOISON VITREE CF REP CF-1H-R+1-F.pdf;;;
17/04/2024;7;Serrurerie - Métallerie;TZN;R+1;PLN;docs graphiques;A;CLOISON VITREE CF REP 012.pdf;DI;;
13/04/2024;6;Cloisons - Doublages;TZN;TNX;PLN;docs graphiques;C;Plans des Miroirs et Tablettes saniatires.pdf;DI;;
31/01/2024;6;Cloisons - Doublages;TZN;TNX;PLN;docs graphiques;B;Plans des Miroirs et Tablettes saniatires.pdf;;;
13/11/2023;6;Cloisons - Doublages;TZN;TNX;PLN;docs graphiques;A;Plans des Miroirs et Tablettes saniatires.pdf;;;
11/04/2024;24;Agencements mobiliers;TZN;RDC;PLN;docs graphiques;A;Plan Rangement atelier velo du hall 2 AG124 RDC.pdf;DI;;
11/04/2024;24;Agencements mobiliers;TZN;RDC;PLN;docs graphiques;A;Plan Comptoir atelier velo du hall 2 AG123 RDC.pdf;DI;;
11/04/2024;24;Agencements mobiliers;TZN;RDC;PLN;docs graphiques;A;Plan Comptoir accueil du hall 2 AG122 RDC.pdf;DI;;
26/02/2024;6;Cloisons - Doublages;TZN;_;PLN;docs graphiques;C;Plan des plans vasques.pdf;;;
20/10/2023;6;Cloisons - Doublages;TZN;_;PLN;docs graphiques;B;Plan des plans vasques.pdf;;;
05/04/2024;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;B;Murs mobiles du business Center.pdf;DI;;
04/03/2024;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Murs mobiles du business Center.pdf;;;
05/04/2024;24;Agencements mobiliers;TZN;SS1;PLN;docs graphiques;A;Plan Tisanerie AG001 SS1.pdf;DI;;
05/04/2024;24;Agencements mobiliers;TZN;RDC;PLN;docs graphiques;A;Plan Rangement chariot plateaux du club house AG111 RDC.pdf;DI;;
05/04/2024;24;Agencements mobiliers;TZN;R+1;PLN;docs graphiques;A;Plan Meuble des salles de cours 1 et 2 du fitness AG 203.pdf;DI;;
