PROJET;PHASE;EMET;LOT;ZONE;NIVEAU;TYPE DE DOCUMENT;3 caractère compris entre 0 & 9;Titre du document;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Date demande visaARC - DTACC;Retard visaARC - DTACC;Date visaARC - DTACC;VisaARC - DTACC;Visa prévuARC - DTACC;Numéro chrono visaARC - DTACC;Numéro interne visaARC - DTACC;Commentaire visaARC - DTACC;Réponse commentaire visaARC - DTACC;Date demande visaBET STR - SCYNA 4;Retard visaBET STR - SCYNA 4;Date visaBET STR - SCYNA 4;VisaBET STR - SCYNA 4;Visa prévuBET STR - SCYNA 4;Numéro chrono visaBET STR - SCYNA 4;Numéro interne visaBET STR - SCYNA 4;Commentaire visaBET STR - SCYNA 4;Réponse commentaire visaBET STR - SCYNA 4;Date demande visaBET Fluide - ATEC;Retard visaBET Fluide - ATEC;Date visaBET Fluide - ATEC;VisaBET Fluide - ATEC;Visa prévuBET Fluide - ATEC;Numéro chrono visaBET Fluide - ATEC;Numéro interne visaBET Fluide - ATEC;Commentaire visaBET Fluide - ATEC;Réponse commentaire visaBET Fluide - ATEC;Date demande visaCoordinateur SSI - EURO COORD;Retard visaCoordinateur SSI - EURO COORD;Date visaCoordinateur SSI - EURO COORD;VisaCoordinateur SSI - EURO COORD;Visa prévuCoordinateur SSI - EURO COORD;Numéro chrono visaCoordinateur SSI - EURO COORD;Numéro interne visaCoordinateur SSI - EURO COORD;Commentaire visaCoordinateur SSI - EURO COORD;Réponse commentaire visaCoordinateur SSI - EURO COORD;Date demande visaACOUSTIQUE - CAP HORN;Retard visaACOUSTIQUE - CAP HORN;Date visaACOUSTIQUE - CAP HORN;VisaACOUSTIQUE - CAP HORN;Visa prévuACOUSTIQUE - CAP HORN;Numéro chrono visaACOUSTIQUE - CAP HORN;Numéro interne visaACOUSTIQUE - CAP HORN;Commentaire visaACOUSTIQUE - CAP HORN;Réponse commentaire visaACOUSTIQUE - CAP HORN;Date demande visaBDC - BTP CONSULTANTS;Retard visaBDC - BTP CONSULTANTS;Date visaBDC - BTP CONSULTANTS;VisaBDC - BTP CONSULTANTS;Visa prévuBDC - BTP CONSULTANTS;Numéro chrono visaBDC - BTP CONSULTANTS;Numéro interne visaBDC - BTP CONSULTANTS;Commentaire visaBDC - BTP CONSULTANTS;Réponse commentaire visaBDC - BTP CONSULTANTS;Date demande visaBET Façade - ROUX INGENIERIE;Retard visaBET Façade - ROUX INGENIERIE;Date visaBET Façade - ROUX INGENIERIE;VisaBET Façade - ROUX INGENIERIE;Visa prévuBET Façade - ROUX INGENIERIE;Numéro chrono visaBET Façade - ROUX INGENIERIE;Numéro interne visaBET Façade - ROUX INGENIERIE;Commentaire visaBET Façade - ROUX INGENIERIE;Réponse commentaire visaBET Façade - ROUX INGENIERIE;Column82;Column83
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;6;FT VC SYSTEMAIR SYSQUARE;0;Systemair_SQ_20_--_2P_--_--_-----.pdf;DI;04/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;04/10/2023;-5;23/10/2023;VOB;;38;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;04/10/2023;;10/10/2023;REF;;22;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;04/10/2023;-82;09/01/2024;F;;108;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;5;FT VC SYSTEMAIR SCC;0;Systemair_SCC804PECLG2ECO.pdf;DI;04/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;04/10/2023;-5;23/10/2023;VOB;;39;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;04/10/2023;;10/10/2023;REF;;21;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;04/10/2023;-82;09/01/2024;F;;107;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;4;FT VC SYSTEMAIR DUCTYS;0;Systemair_DUCTYS.pdf;DI;04/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;04/10/2023;-5;23/10/2023;VOB;;40;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;04/10/2023;;10/10/2023;REF;;20;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;04/10/2023;-82;09/01/2024;F;;106;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;3;FT VC CARRIER 42GW;0;CARRIER X000DCG000171600B_IOM_07_2017_42GW.pdf;DI;04/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;04/10/2023;-5;23/10/2023;VOB;;41;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;04/10/2023;;10/10/2023;REF;;19;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;04/10/2023;-82;09/01/2024;F;;105;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;2;FT VC CARRIER 42NH;0;CARRIER FR7606669-00_IOM_02_2022_ 42NH.pdf;DI;04/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;04/10/2023;-5;23/10/2023;VOB;;42;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;04/10/2023;;10/10/2023;REF;;18;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;04/10/2023;-82;09/01/2024;F;;104;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;1;FT VC CARRIER 42EP;0;CARRIER FR7573046-03_IOM_07_2023_42EP.pdf;DI;04/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;04/10/2023;-5;23/10/2023;VOB;;43;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;04/10/2023;;10/10/2023;VOB;;17;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;04/10/2023;-82;09/01/2024;F;;103;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;PLN;3;GTB R+1;0;GTB-Plan R+1.pdf;DI;03/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;03/10/2023;-6;23/10/2023;VOB;;44;;"Roberto SABELLA :
Prendre en considération observation faites lors de la réunion extraordinaire du 17/10/23 cf. CR17;";;;;;;;;;;;03/10/2023;;10/10/2023;VOB;;16;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;03/10/2023;-83;09/01/2024;H;;99;;;;;;;;;;;;;;
PECM;EXE;DPR;GO;TZ;R+1;PLN;1;PLAN DE MACONNERIES;0;PEC MARENGO - Plan de maçonneries.pdf;DI;02/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 02 - DEMOLITION GROS OEUVRE/Pièces graphiques;;;02/10/2023;-13;30/10/2023;VAO;;149;;;;;-112;;VAO;;3;02;"Pierre Mary :
A préciser :
la nature et la masse volumique des maçonneries utilisées
le traitement entre l'arase supérieure du dernier parpaing en hauteur et l'arase inférieur du plancher haut R+1
à fournir
la vérification de la capacité portante du plancher au droit de ces 3 ouvrages.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/10/2023;-84;09/01/2024;F;;170;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;4;réseaux EGEC;0;EXE-CLIM-CVC-C11-RDC-NDC-04-NdC réseaux EGEC.pdf;DI;29/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;29/09/2023;-10;23/10/2023;NC;;19;;;;;;;;;;;;;29/09/2023;;04/10/2023;VSO;;15;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;29/09/2023;-46;29/11/2023;H;;97;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;5;Déversoir murale;0;PRO_961925.pdf;DI;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;27/09/2023;-12;23/10/2023;VOB;;91;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;27/09/2023;-47;27/11/2023;VSO;;70;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;27/09/2023;-16;27/10/2023;H;;35;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;4;Barre de main;0;FR_fre_510161P (1).pdf;DI;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;27/09/2023;-12;23/10/2023;VOB;;94;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;27/09/2023;-47;27/11/2023;VSO;;69;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;27/09/2023;-16;27/10/2023;H;;34;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;3;Robinet automatique;0;FR_fre_370100.pdf;DI;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;27/09/2023;-12;23/10/2023;VOB;;95;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;27/09/2023;-47;27/11/2023;VOB;;68;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;27/09/2023;-16;27/10/2023;H;;33;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;0;DURAVIT;0;en005Duravit_MI_1994805.pdf;DI;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;27/09/2023;-12;23/10/2023;NC;;93;;;;;;;;;;;;;27/09/2023;-47;27/11/2023;VSO;;79;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;27/09/2023;-16;27/10/2023;H;;30;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;1;Apports Déperditions;A;EXE-CLIM-CVC-C11-TN-NDC-01-0-Apports-déperditions.pdf;DI;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;18/09/2023;-21;23/10/2023;NC;;20;;;;;;;;;;;;;18/09/2023;;26/09/2023;VOB;;7;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;18/09/2023;-24;27/10/2023;H;;12;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;1;Apports Déperditions;0;EXE-CLIM-CVC-C11-TN-NDC-01-0-Apports-déperditions.pdf;;11/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;11/09/2023;;;;26/09/2023;;;;;;;;;;;;;;11/09/2023;;12/09/2023;VOB;;4;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;11/09/2023;;;;26/09/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;3;Bilan aéraulique;A;EXE-CLIM-CVC-C11-TN-NDC-03-0-Bilan aéraulique.pdf;DI;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;18/09/2023;-21;23/10/2023;NC;;21;;;;;;;;;;;;;18/09/2023;;26/09/2023;VSO;;5;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;18/09/2023;-24;27/10/2023;H;;11;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;3;Bilan aéraulique;0;EXE-CLIM-CVC-C11-TN-NDC-03-0-Bilan aéraulique.pdf;;11/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;11/09/2023;;;;26/09/2023;;;;;;;;;;;;;;11/09/2023;;12/09/2023;VAO;;2;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;11/09/2023;;;;26/09/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;4;BANDE ETANCHEITE BE14;0;bande_dtanchit_BE_14.pdf;DI;15/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;15/09/2023;-24;23/10/2023;VOB;;99;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/09/2023;;15/09/2023;PI;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;5;ULTRACOLOR PLUS;0;1_02801_ultracolor-plus_fr-fr_9fb0a277b4984b27a0d3a4dfdc234d97 - copie.pdf;DI;15/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;15/09/2023;-24;23/10/2023;VOB;;100;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/09/2023;;15/09/2023;PI;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;6;PRB MONOCEL;0;(2)ft_prb_monocel_fr_18_08_2022.pdf;DI;15/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;15/09/2023;-24;23/10/2023;VOB;;101;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/09/2023;;15/09/2023;PI;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;7;PRO COL FLEX;0;(2)ft_prb_col_flex_fr_27_11_2020.pdf;DI;15/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;15/09/2023;-24;23/10/2023;VOB;;102;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/09/2023;;15/09/2023;PI;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;8;PRB ACCROSOL PLUS;0;(1)ft_prb_accrosol_plus_fr_13_06_2022.pdf;DI;15/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;15/09/2023;-24;23/10/2023;VOB;;103;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/09/2023;-27;27/10/2023;S;;7;;;"Julien MATHIEU :
que manque t'il pour lever l'avis Suspendu car pas de remarques ?";;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;0;Plan de zonin R+1;0;EXE-CLIM-CVC-C11-TN-PL-00-Plan de zonin R+1.pdf;DI;11/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;11/09/2023;-27;23/10/2023;NC;;22;;;;;;;;;;;;;11/09/2023;;12/09/2023;VSO;;1;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;11/09/2023;-31;27/10/2023;F;;6;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;Vitrage PERFOGLASS;A;peRFoGlass® - Impression94.pdf;;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;;12/04/2024;;;;;28/03/2024;;;;12/04/2024;;;;;;
PECM;EXE;DPR;FP;BUR;R+1;FTP;7;FT RIGITONE R;A;RigitoneRActivAirR 818.pdf;DI;22/04/2024;;Romario BANDULA;/01 - DOC EXE/Lot 14 - Plafonds Suspendus/Fiche Technique Produit;;;22/04/2024;;;10;07/05/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/04/2024;;;10;07/05/2024;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;10;PRÉGYPLAC Std BA13;A;PRÉGYPLAC Std BA13.pdf;DI;18/04/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;18/04/2024;;;7;03/05/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/04/2024;;;7;03/05/2024;;;;;18/04/2024;;;7;03/05/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;OCC;BUR;R+1;FTP;2;FT COFFRES STORES;B;Documentation COFFRE_web 2023.pdf;DI;18/04/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 06 - Occultation/Fiche Technique Produit;;;18/04/2024;;;7;03/05/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/04/2024;;;7;03/05/2024;;;;;18/04/2024;;;7;03/05/2024;;;;;18/04/2024;;;7;03/05/2024;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;6;FT PORTE ACOUSTIQUE ACCES SANITAIRES 35dB;A;VANTEC MARENGO - FT PORTE ACOUSTIQUE ACCES SANITAIRE 30 35dB.pdf;DI;09/04/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;09/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;7;FT PORTE ACOUSTIQUE ACCES SANITAIRES 38dB;A;VANTEC MARENGO - FT PORTE ACOUSTIQUE ACCES SANITAIRE 38dB.pdf;DI;03/04/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;03/04/2024;;;-8;18/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2024;;;-8;18/04/2024;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;27;par_phonic;A;par_phonic.pdf;DI;28/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;BUR;R+1;FTP;6;Joint EPDM 362 15x5;0;EXE-BAN-PLT-18-R+1-FT-0007-0-Joint EPDM 362 15x5.pdf;DI;04/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces écrites;;;04/10/2023;-5;24/10/2023;VOB;;121;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2023;;04/10/2023;PI;;;;;;04/10/2023;-8;27/10/2023;F;;43;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;BUR;R+1;FTP;4;Barriere Acoutimass 80;0;EXE-BAN-PLT-18-R+1-FT-0005-0-Barriere Acoutimass 80.pdf;DI;04/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces écrites;;;;;30/10/2023;NC;;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2023;;04/10/2023;PI;;;;;;04/10/2023;-8;27/10/2023;F;;45;;;;;;;;;;;;;"EXE
04/10/2023
ARC - DTACC -> NC
Roberto SABELLA :";
PECM;EXE;DPR;FP;BUR;R+1;FTP;3;Plancher surélevé 600x600 Burométal 19 M1;0;EXE-BAN-PLT-18-R+1-FT-0004-0-Plancher surélevé 600x600 Burométal 19 M1.pdf;DI;04/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces écrites;;;04/10/2023;-5;24/10/2023;NC;;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2023;;04/10/2023;PI;;;;;;04/10/2023;-8;27/10/2023;F;;46;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;BUR;R+1;FTP;2;Colle à verins Emfi 74143U;0;EXE-BAN-PLT-18-R+1-FT-0003-0-Colle à verins Emfi 74143U.pdf;DI;04/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces écrites;;;04/10/2023;-5;24/10/2023;NC;;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2023;;04/10/2023;PI;;;;;;04/10/2023;-8;27/10/2023;F;;42;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;BUR;R+1;FTP;1;Verins MT2;0;EXE-BAN-PLT-18-R+1-FT-0002-0-Verins MT2.pdf;DI;04/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces écrites;;;;;24/10/2023;NC;;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2023;;04/10/2023;PI;;;;;;04/10/2023;-8;27/10/2023;F;;41;;;;;;;;;;;;;"EXE
04/10/2023
ARC - DTACC -> NC
Roberto SABELLA :";
PECM;EXE;DPR;FP;BUR;R+1;FTP;0;Peinture de sol Gehotex;0;EXE-BAN-PLT-18-R+1-FT-0001-0-Peinture de sol Gehotex-0182.pdf;DI;04/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces écrites;;;04/10/2023;-5;24/10/2023;NC;;125;;"Roberto SABELLA :
CHANGER TITRE  ""AVANT PROJET"" EN ""MARCHE""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2023;;04/10/2023;PI;;;;;;04/10/2023;-8;27/10/2023;F;;40;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;PLN;35;VEC + ENVIRONNEMENT;0;FIXE N-12 Environnement (1).pdf;DI;23/01/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces graphiques;;;23/01/2024;;02/02/2024;VOB;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/03/2024;VOB;;80;;"Chérif HADREB :
Le visa acoustique des ensembles menuisés vitrés s’effectue sur la base de PV d’essais acoustiques laboratoire. Transmettre les détails d’exécution de calfeutrement en périphérie des châssis.";;23/01/2024;;;-79;07/02/2024;;;;;;;;;;;;;;"EXE
23/01/2024
ACOUSTIQUE - CAP HORN -> VOB
Chérif HADREB :
Le visa acoustique des ensembles menuisés vitrés s’effectue sur la base de PV d’essais acoustiques laboratoire. Transmettre les détails d’exécution de calfeutrement en périphérie des châssis.";
PECM;EXE;DPR;MEXT;TZ;R+1;PEC;2;ATTESTATION PERFORMANCE ACOUSTIQUE BOIS;0;F - Acoustique - BOIS.pdf;DI;23/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 05 - MEXT/Pièces écrites;;;23/11/2023;;23/11/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/01/2024;VOB;;40;;"Chérif HADREB :
L'affaiblissement acoustique du Châssis est de RA,tr = 39 dB, une valeur cohérente à la notice acoustique.
Cependant, nous notons 2 points bloquants:
> les dimensions du châssis testé sont inférieures aux dimensions 
> le châssis testé possède 2 ouvrants battants tandis que les châssis du projet, sur la base des documents diffusés par l'entreprise sont des châssis Oscillo-battants";;23/11/2023;-32;09/01/2024;H;;165;;;;23/11/2023;;28/11/2023;VSO;;13;22;"Vincent Pottier :
voir PJ";;"EXE
23/11/2023
ACOUSTIQUE - CAP HORN -> VOB
Chérif HADREB :
L'affaiblissement acoustique du Châssis est de RA,tr = 39 dB, une valeur cohérente à la notice acoustique.
Cependant, nous notons 2 points bloquants:
> les dimensions du châssis testé sont inférieures aux dimensions 
> le châssis testé possède 2 ouvrants battants tandis que les châssis du projet, sur la base des documents diffusés par l'entreprise sont des châssis Oscillo-battants";
PECM;EXE;DPR;CLO;TZ;R+1;FTP;10;PRÉGYPLAC Std BA13;0;PRÉGYPLAC Std BA13.pdf;;05/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;05/10/2023;-4;24/10/2023;NC;;110;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence 
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2023;-87;15/01/2024;VAO;;31;;"Chérif HADREB :
Nous transmettre un plan de repérage de cloisonnement";"Julien MATHIEU :
voir dans l'onglet pièces graphique";05/10/2023;-108;05/02/2024;F;;197;;;;;;;;;;;;;;
